sentence,label
murahh banget sangat kantong mahasiswa ramah,neutral
tempatnya nyaman bersih tertata pelayanan baik dan ramah harganya murah dan terjangkau,neutral
enggak masok jauh lebih enak bakso sayur um,negative
harga seperti dipatok tidak jelas rasa biasa,neutral
untuk sekarang maaf saya kasih bintang dulu alasannya karena th yang disediakan tadi sudah tidak enak padahal ayam geprek th sudah jadi paket dan cuma gara gara th nya bikin geprek kak mawar ada cabang ini bikin pelanggan kecewa tolong ada perbaiki hal tersebut terima kasih,negative
sambalnya segar pesan langsung dibikinin lauknya pun macam ada ayam ikan laut ampela ati ikan asin tempatnya juga enak ibu penjualnya juga ramah untuk harga masih murah menurut ku,positive
ayam geprek nya enak bumbunya terasa tapi pembelian pertama saya sambal bawangnya apek kayak sambal lama lombok lama saya tau karena saya sering buat sambal bawang keseluruhan lumayan,negative
pesan lv paper size di kasih lv pedess banget beli minum enggak ada sedotanan nya,negative
beli pas hari minggu ruame banget mengantri nya nguler sudah menunggu lama mie yang datang kelembekan dan porsinya sedikit presentasi alas kadarnya kenapa kalo lagi rame mie gacoan suka mengaco mengecewakan,negative
pelayanannya sangat mantap makanannya enak tempat yang bagus untuk foto foto disini kasirnya cantik,positive
sambelnya sih lumayan harga murah banget cocok buat anak kos tapi ayamnya memang kecil dan jangan pesan menu yang ada mozzarella nya rasanya aneh banget,negative
porsinya besar beli nasi telur dadar dapat lauk tahu tempe sayur dan sambal juga sambalnya agak asem harganya juga murah,negative
gepreknya enak buka jam juga mungkin sedikit masukan terkadang gelasnya kurang bersih atau bagaimana jadi minumannya agak terasa aneh keseluruhan baik kok silakan mencoba,positive
tolong ditindak tegas kepada tukang parkir yang menjaga di sekitaran geprek kak mawar beli kopi dan oma opa teman saya baru saja beli di oma opa namun setelah selesai harus menghadapi tukang parkir yang tidak jelas membentak perempuan hanya karena tidak membawa uang pas ini termasuk tindakan pemalakan sampai berani menghajar tolong tidindak tegas,neutral
harga tehnya kurang meyakinkan tempat bersih rasa enak,positive
untuk pedas sayap crispynya saja yang tebal ayamnya kering dan agak kecoklatan pelayanannya juga kurang baik,negative
cukup baik makanan dan kebersihan oke tapi minuman saya berbeda dengan yang saya pesan saya pesan thaitea yang datang milktea tolong lebih teliti lagi,neutral
makanan murah dan enak,positive
nasinya setengah mateng kebiasaan buruk kalo memang belum matang itu bilang jangan diam saja,negative
baksonya enak apalagi bakso kejunyaa enak sekali rekom kesini apalagi sayur sama mie nya ambil sepuasnya,positive
kali makan dicabang ini pelayanan sangat buruk pertama kali makan pesan dimsum tapi basi sudah mengeluh tapi cuma diam masnya langsung kebelakang harus memakai tentu dua kali diganti apa enggak pas mau dibatalin enggak bisa padahal kesalahan ada diresto sepenuhnya kedua kali kesini benar benar harus diperbaiki pelayanannya terutama mbak yuliana kasir sebagai selalu judes ke cust,negative
jujur sedikit kecewa dengan layanan yang dikasih selama di mie gacoan sawojajar disini model pemesanannya sedikit berbeda dari cabang lainnya yang aku tau disini pakai pindai menu di nomor meja tapi di awal masuk enggak ada arahan untuk ambil nomor meja dan edukasi terkait cara pemesanan terus pas ditanya buat nomor meja kakak pekerja nya malah tanya balik dengan sedikit menyolot dan tidak ramah loh belum ambil nomor meja untuk takeaway disini modelnya kayak mcd jadi pakai diri memesan kios keseluruhan ini oke sih pembayaran bisa qris atau ke kasir jujur mending langsung diri urutan di mesin daripada sama mbak mbaknya dijutekin semoga bisa buat bahan perbaikan managementnya oleh yang cara tadi menunggu makanannya datang hampir sejam tapi buat minumannya cepat lah paling menit jadi mending kesini kalo enggak laper laper amat daripada laper terus dijutekin yang ada membuat buat tambah nya bapak parkirnya ramah dan membantu,neutral
makana ayam renyah sambal bawangnya enakk banget,positive
niat mau ke mbok wah puter balik karena rame nemu nasi tempong blambangan ini jujur enak banget loh monggo mampir tempatnya bersih nyaman makanan enak sambelnya segar ulek ditempat recomended sekali,positive
kurang puas karena kamar mandi dan lantai dua nya tidak bisa di pakai,neutral
tempatnya keren adem makanan minuman enak murah keren deh pokoknya disarankan,positive
tempat nugas ternyamann lovyu kopi studio,neutral
tempat parkirnya luas kebersihannya terjaga ruang indoor dan outdoor yang sangat nyaman pegawainya juga ramah ramah rekomendasi banget,neutral
tempat nyaman enak,positive
gacoan terbaru cabang sawojajar ini alur pemesanan sedikit berbeda awal datang harus antri untuk mendapatkan kursi nomor meja jadi tidak bisa sembarangan pilih kursi kursi disetting dari pihak toko jadi sulit untuk yang datang berame rame setelah dapat nomeja yang bisa discan ada pilihan pembayaran cashless atau tunai kebetulan saat itu pilih cashless yang mana tidak tau dan tidak ada pemberitahuna jika cashless tidak perlu antri kasir jadi sudah antri panjang ternyata khusus yang tunai saja hufftt untuk mie diantar ke meja dimsum beserta esnya ambil sendiri saat bel berbunyi pesanan minuman juga salah yang dipesan th tarik yang datang malah cappucino gacocok masa habis makan pedas minum kopi huftt kalau boleh saran jika mau berkembang mengikuti resto lain jangan setengah dong ini jadi pelanggan bolak balik banyak orang yang kebingungan karena sistem baru dan minimnya papan info karyawan yang bisa ditanya memberikan informasi harusnya kalau sistem baru harus ada karyawan yang tinggal di depan saat pelanggan masuk dan memberikan arahan agar banyak yang enggak miskomm dan kenapa bisa bebas asap rokok sih sayang banget padahal ini banyak keluarga dan anak anak kecil,neutral
rekomendasi buat kalian yang mau makan bareng lingkaran atau buat nugas juga nyaman banget,neutral
tempatnya enak nyaman buat nugas harga terjangkau di kantong mahasiswa,positive
cepat saji,neutral
tempatnya enak dan pelayanannya mantap,positive
enak dan bebas sayur,positive
sekarang es th nya kok enggak dapat kayak kemarin kak pelayananya jelek enggak kayak dulu sopan,negative
makan nan enak banget dan mantap,positive
nasi tempong yang disajikan hangat segar dan enak tempatnya bersih pelayanannya lumayan cepat harga terjangkau tapi kadang lupaa kasih ikan asin padahal kan umumnya nasi tempong selalu ada ikan asin ya kakak tempatnya strategiss banget yang mau dari stasiun bisa dong mmpir kesini semoga tingkat pelayanannya semakin baik,positive
ini ter terbaik si suka banget sama ayamnya kalo makan benar benar sampai tulng sambelnya enak gutih banget ayamnya ditambah nasi pakai bumbu nya enak banget,positive
nyaman sekali enak sekali,positive
pelayanan nya bagus terimakasih banyakk,neutral
barusan makan geprek krispi sambelnya enggak ada rasanya oleh yang cara memang enggak dirasain dulu ya sebelum dikasih ke pelanggan dulu pernah belii geprek kota duh parah rasanya ayam kemarin digoreng lagi begini amat deh kualitasnya cuman makan geprek ini yang enggak pernah habis padahal sudah makan berkali,negative
tempat nya bagus bernilai itu,neutral
ayam geprek favorit anak kos di malang karena harganya yang murah dan rasanya juga enak kalau makan di tempat nasinya bebas ambil sendiri dan ada bumbu laos yang juga bisa ambil sendiri kalau pesan es th juga bebas isi ulang bumbu laosnya ini yang membuat ayam geprek kak ros jadi lebih spesial karena bumbunya enakk,positive
dimsum nya enakk tempat nyaman pelayanan oke banget cepat juga sayangnya ada perbedaan rasa di mie nya lebih enak yang dulu semoga gacoan bisa konsisten dalam mempertahankan rasa untuk mi gacoan nya,negative
kuapok beli disini pelayanan lambreetong,neutral
tempatnya nyaman senyaman duduk di pundak doi,neutral
rasanya lumayan enak tapi cuma aku merasa lebih enak yang ada di jember,positive
wajib bayar dulu setelah ambil porsi baksonya dan harus info ke tempat minuman nya agar minuman nya bisa dibuatkan dan diantar ke meja rasa bakso nya tidak seenak yang di jl jakarta dan kuahnya tidak terlalu panas tempat nya juga agak panas padahal kipas angin menyala semua semoga ke depan nya bisa di tingkat kan,negative
tukang parkir mabuk kayak preman kasirnya mondar mandir enggak jelas melayani tanpa senyum jutek menu banyak yang kosong mohon diperbaiki lagi managementnya,negative
pasti balik kesini sih,neutral
merupakan kuliner khas banyuwangi nasi dengan campuran sambal dan aneka macam lauk mulai dari tempe tahu jagung ikan asin ikan wader dan juga ada telur behh pecah pokoknya wajib dicoba guys,positive
langganan dari jaman kuliah karena murah enak banyak nasi es th bisa isi ulang sepuasnya sayangnya ayamnya membuat kesini membuat kecil semoga bisa jadi perbaikan,negative
tempat bersih pesanan cepat dan pegawai ramah,neutral
ulasan makanan saya datang tergolong cukup pagi pukul pagi namun beli mendapatkan nya dibilang kosong kasirnya jutek banget enggak ada senyum nya tanya harga enggak dijawab jawab entah enggak kedengaran atau bagaimana tolong diperbaiki membuat tidak nyaman saja yang paling parah pada saat saya pulang saya hanya punya uang ribu untuk membayar parkir namun tukang parkir nya malah nyuruh saya untuk tukar di toko madura harusnya yang cari kembalian tukang parkir bukan setelah saya cari saya mengeluarkan sepeda pun tidak dibantu dan saya malah yang samperin untuk kasih uangnya dalam keadaan hujan deras memang harganya terjangkau tapi kalau pelayanannya tidak ada etika yang bagus dengan orang ya bagaimana ya xixixi,negative
mau pesan karyawan cowok nya malah sibuk utama handphone menunggu pesenan malah dighibahin sama karyawan cowok cewek,neutral
sangat memuaskan,neutral
pilihan makanan dan minumannya banyak dan terjangkau cocok untuk nugas sks soalnya buka jam,neutral
mantap sekali dari jnt kalpataru yang selalu makan disini,positive
ayam geprek yang nasinya ambil sendiri es th ambil sendiri bumbu butir ambil sendiri enak banget apalagi lagi ingin hemat tapi porsi banyak es tehnya juga bukan es th yang ngawur asal buat tapi pakai rasa blackcurrant begitu enakk ayamnya sok pasti terbaik juicy nasinya kualitasnya juga bagus wajib tambahkan bumbu itemnya meskipun enggak terlalu butir tapi dia bikin nasinya membuat berbumbu enakk begitu servicenya ya gitusih sempat masnya lupa orderan tapi gapapa,positive
saya dari dulu pecinta geprek kak ros tapi kenapa untuk sambal gepreknya yang sambal pedas sambal koreknya di kasih yang sambal bawang dan apesnya lagi hari ini saya pesan ayam nya dingin nasi hampir dingin padahal itu barusan ambil dari majicom serta pelayanannya kurang ramah dan untuk kasirnya ada yang pakai masker ada yang tidak saya sebagai pecinta geprek kak ros sangat kecewa karena makanan dingin dan sambal yang saya suka kadang enggak ada enggak konsisten mohon maaf terimakasih,negative
pelayanannya jelek banget urutan untuk takeaway tanggal april sekitar jam antrian panjang banget setelah sampai kasir pembayaran menggunakan qris yang ada di hp kasir lalu di rekening sudah terpotong namun kasir menyampaikan bahwa saldo belum masuk wajar bisa eror seperti itu karena terlalu banyak transaksi jadi sangat memungkinkan untuk terjadi eror kasir kurang tanggap untuk menghadapi situasi tersebut hingga selang beberapa saat dia menyarankan untuk pembayaran ulang menggunakan qris dari edc kasir juga menyampaikan apabila terjadi ganda transaksi akan menghubungi saya untuk pengembalian dana dalam waktu paling lambat hari tanggal saya menghubungi cs resto dan pihak resto mengatakan bahwa sudah dalam proses kembalikan dan akan dihubungi oleh gambar resto melalui nomor tersebut harusnya jika tanggal sudah dalam proses pengembalian dana akan masuk saat itu juga tanggal saya hubungi kembali untuk meminta perbarui prosesnya sudah sampai mana akan tetapi tidak ada jawaban sama sekali semua komplain bintang di google ulasan diarahkan untuk menghubungi nomor yang tertera tapi kenapa slowrespon banget ya kalo memang sudah proses tolong di perbarui ke pelanggan prosesnya sudah sampai mana bukan tbtb menghilang tidak ada jawaban sama sekali kenapa kesannya jadi pelanggan yang ngemis padahal itu uang kita sendiri aneh banget upgrade tempat doang sistem dan pelayanannya bobrok jawaban dari reviewnya templat banget kak saya diminta untuk menuliskan kronologi ke nomor yang amat sangat slowrespon dan bahkan tidak ada jawaban enggak ada solusi sama sekali,neutral
makanan sama tempatnya enak pelayanannya ramah,positive
sambalnya kerasa banget harga cocok di kantong pelajar,negative
nasi tempong di tengah kota banyuwangi yang letaknya strategis di pinggir jalan raya rasa makanannya dominan pedas dan porsi banyak harga murah di bawah k sudah dapat nasi ayam es th sambel dan pelengkapnya untuk rasa makanan sama seperti yang lain dan sambalnya termasuk pedas lauk lauk yang disajikan dingin sehingga kurang nikmat,negative
salah satu geprek og yang ramah buat kantong mahasiswa dan porsinya banyak,neutral
tempat makan yang murah meriah untuk gerai kak mawar yang di depan oasar sukun ini rasa masakannya lebih enak daripada kak mawar di tempat yang lainnya,positive
saya mau klarifikasi apa benar semua outlet kak mawar jual harga th panas rp itu sangat mahal karena tehnya juga enggak begitu spesial sama rasa dan bungkusnya biasa itu terjadi pas saya belikan castumerku di kak mawar sukun,negative
tolonglah masa goreng ayam saja bisa enggak mateng begini,negative
pelayanannya mantab tapi sayang kalau ksnasimya sedikit,negative
pelayan ramah mas mas jelas naik nya juga ramah harga murah tempat nyaman wajib dicoba ke sinii pokok nya,neutral
padahal sudah dikasi tau sambel dipisah malah dicampurr terus ayamnya dikit banget banyak tulangnya sambelnya dibanyakin terus malah dicampur alhasil kepedesan gajadi makan deh badmood banget padahal sudah laper,negative
prtama kali ke gacoan langsung ke cabang suhat masih sepi waktu kesitu sih pagi soalnya jam stgh nan bersih pegawainya ramah harga oke rasa juga oke banget diri layanan suka banget jadi bisa lebih tertib dan tanggung jawab sama pesenannya sendiri daerah makan juga luas di lantai karena waktu itu masih pagi banget jadi menunggu pesenan makan dan minum sekalian sambil berdiri enggak ada mnt sudah bisa dibawa,positive
baru pertama kali mencoba gacoan sukun pengalaman yang buruk aku beli lewat sophefood migacoan lev malah warnanya pucet enggak ada kecapnya terus pedas banget dan mi nya nyemek enggak karuan wes pokok e padahal beli gacoan yang dibsuhat tingkat enggak sakit perut ini yang disukun langsung diare,negative
mantap enak joss,positive
lama sekali menunggu menit di tegor baru mau di goreng,neutral
tempat nya luas banget setiap meja ada berhenti kontak tempatnya banyak pilihan ada yang buat nugas dan sekedar santai bernilai itu banget pelayananya juga bagus dan cepat walaupun rame,neutral
selain tempatnya panas sekali meminta kurang dari es bukannya dikurangi es nya malah dikurangin porsinya enggak ada gila nya ini tempat,negative
warung ini buka setiap sakit setelah asyar sampai malam hari disini banyak menu yang dsediakan mulai ayam goreng gurami goreng udang wader paru dan madih banyak lagi sayuran pelengkapnya juga komplit yang paling saya suka pelayanannya sangat cepat sebelum pesan pastikan menu yang akan kamu pesan supaya pelayannya membuat cepat nglayani soal pedas sambel tempongnya tidak dragukan lagi tapi jangan khawatir bagi yang tidak suka pedas bisa pesan sesuai levelmu kok,positive
tempat nya kurang saja si menurutku kayak prawatannya itu sudah ya begitu lah jadi kurang enak dipandang buat lingkungan tempat makan,negative
tempatnya nyaman buat me waktu tempatnya luas bersih,neutral
salah satu nasi tempong yang paling rame di daerah ini enakk sambelnya puedes pilihan lauk banyak,positive
kopi studio mantap harga murah rasa kopi nya terbaik,positive
tempat bagus mantap,neutral
nipu pegawai nya tulisan nya refil gratis nasi dan th untuk kali pembelian kok di suruh bayar th nya terus lagi tisu untuk makan di lantai habis kinerjanya enggak jelas mereka jadi malas dan kapok beli ke sana lagi,neutral
bagus banget tt enak banget buat ngopi,positive
aslinya jadi favorit aku dan keluarga tapi enggak tau kenapa tiap bungkus mie ini kalo pas malam minggu rasanya beda antara punyaku dan suami sama punyaku kayak yang kurang kecap rasa sedap nya jadi rasanya cuma pedas saja kalo di makan kalo punya suami kurang kecap tapi sedepnya ada tapi ya enak saja rasa kualitas harus tetap di jaga ya kayak yang baru pertama buka terimakasih,negative
muantap benar iki warung makannya terutama sambel mentahan dan lalapannya harganya sangat terjangkau,positive
tempatnya bagus enak nyaman aman cocok buat nugas,positive
pelayanan semakin lama lebih lama lagi kalau ada menu ayam nota sudah masuk lebih dari menit ayam masih baru mau goreng,negative
rasanya sih lumayan sambel nya memang nampoll pedess banget cuman kadang terlalu asin dan untuk pilihan lauk nya banyak banget ada pepes tongkol pepes cumi dll untuk harga sih murah,negative
porsi semakin sedikit sekarang ada ppn nya masih belum biaya parkir juga,negative
pelayanan cepatt ramahh sekali,neutral
kesini waktu malam jam an entah karena kalo malam personil yang masuk dikit entah bagaimana tapi menurut ku kalau sistem nya diri layanan kurang banget diawal di kasir juga enggak ada instruksi apa apa di bagian minuman oke lah waku di bagian dimsum untuk dimsum yang siap sudah banyak yang di bungkus juga ada beberapa yang sudah ditumpuk tapi kalau judul sistem nya diri layanan kan kita enggak tau ya sebagai konsumen itu isi nya apa entah itu udang keju siomay atau yang lain karena sudah dalam packing buat ambil jauh bisa diperbaiki lagi buat diri servicenya harusnya personil yang ada tetap tanya ke konsumen mau dibantu ambil pesanan yang apa dan bisa di periksa lagi pesanan yang diambil sesuai bill atau enggak kalau misal ambil nya dua padahal yang di pesan satu kan nanti pihak gacoan sendiri yang rugi karena saya waktu ambil pun tidak di cek lagi pesanannya apa saja terima untuk,neutral
pelayanan cepat bersih tempatnya,neutral
pelayanan kurang ramah ambil jauh lama karyawan kebanyakan mengobrol dan pesanan sudah siap enggak ada yang mengomong kasirnya tolong di ganti,neutral
urutan geprek kota enggak ada tahu enggak ada serundeng meminta sambal korek tidak pedas tapi ayam tambah di geprek di tempat sambal pedas,negative
sangat buruk layanan masak pesan alas carte menunggu lebih dari menit apa enggak disiapin stok kan selalu rame keburu laper,neutral
enak mantap suasana cocok untuk menjalin kebersamaan semoga sukses selalu menyala gacoanku,positive
nasi tempong mbok nah memang selera masyarakat banyuwangi enak pedesnya bikin ketagihan porsinya lumayan juga,positive
enak murah bersih,positive
tempat yang nyaman aku biasanya nugas disini sampai pagi enak banget minumannya juga enakk th terbaik pokoknyaa,positive
kafe ini sangat nyaman dan memiliki suasana yang santai kopi dan makanan yang disajikan juga sangat lezat,positive
pelayanannya ramah ramah pesannya cepat jadi,neutral
enak banget ayamnya terbaik atas markotop bingung si kok seenak ini enggak banyak cabang tokonya ya,positive
tempat bersih ada sofa baru jadi lebih nyaman wifi juga cepat pelayanan cepat enggak pakai menunggu lama,neutral
tempatnya bersih cuma akhir ini ayamnya tambah kecil bumbu rosewingnya tidak mantul seperti dulu,negative
mie nya lebih enak disini,positive
sangat enak dan nyaman serta cocok untuk kantong pelajar baik,positive
hari sabtu tanggal juni sekitar jm set malam saya diarahkan mbak nya pesan pakai barcode dan sudah benar tapi jelas nama saya dyah tapi di tulis dian oke gamasalah di kasih tidak meja dan wirelles memanggil tidak setelah set jam lebih mie tidak datang dan ada mbak manggil pakai mic ngeyeel buangett tidak meja ya saya pikir bukan saya kan nomer meja saya jelas dan di struk ada setelah hampir menit pesanan tidak datang mie tidak di antar di mejaa setelah suami saya tanya katanya sudah di panggil dan menyalahkan pelanggan mbak tolong ya gunanya wirelles memanggil dan nomer meja apa sudah jelas anda salaah masih ngeyel kali nomer meja orang punya mata juga tau kalo nomer meja saya dan penulisan nama salah pula wirelles memanggil nya rusak apa gimanah benar di bikin keseel sama pelayanannya dan mbak nya sudah salah bentak pula mie di antar setelah suami saya komplain dan mas yang mengantarkan enggak bawa sumpit benar enggak tau lagi mau mengomong apa tolong di perbaiki lagi mbakk,neutral
tempat bersih enak cuman pintu masuk dekat tempat sampah jadi kerasa agak bau dan ini tadi jam pagi beli menu sudah banyak yang habis seperti tahu misalnya jadi enggak dapat tahu cuman nasi sama ayam saja dan untuk kualitas ayamnya kecil dan udaa dingin nasinya juga enggak hangat tapi keadaan lapar dan buat sahur puasa jadi ya habis saja apalagii mahasiswa kosan begini,negative
tempat bagus untuk nugas wifi lancar makanan minuman enak murah,positive
langganan semenjak dari pakai bungkusan kertas sampai sekarang pqke sterofoam,neutral
makanan enak dan harganya sesuai,positive
bakso ndaging banget mie sayur dan koyor sepuasnya kuahnya oke,positive
ini bagaimana sih jorok banget kok ada potongan plastik kecil di dalam mie dan baru ketahuan setelah makan stengah mienya restoran se bagus ini kok begini sih teledor amat saya beli mie ini ambil jauh jam an malam ini jadi begini sih enggak suasana tau makannya jorok banget sumpah deh jadi enak mau makannya,negative
makanan dan minumannya murah banget wifi nya oke lah buat nugas ramah banget buat kantong mahasiswa suasananya oke meskipun ujan enggak berisik buat makanannya aku pesan ayam geprek konslet itu sambelnya agak kecut memang rasanya begitu aku enggak begitu suka kecut jadi kurengg sih buat aku buat minumannya yang hijau teh oke saja,negative
pesan makan via ojol terus mie gacoannya toppingnya ada beginiannya rontokan spon cuci piring nih kalian mengikuti di makanan,negative
rasa nasi yang pulen tapi pas datang kondisinya sudah banyak lauk yang habis disini segar semua dari sambelnya saja baru akan dibikin saat ada pelanggan datang jadi dijamin bakal segar terus,negative
pelayanan sangat tidak ramah kecewa sekali sudah tau ada pelanggan datang bukannya malah disambut dengan ramah malah diabaikan sebagai pelanggan juga bisa lihat kalau pesanan yang dikerjakan masih banyak tetapi minimal bisa mengomong kan untuk bilang ditunggu sebentar ya kak bukan malah diam dan mengabaikan giliran dipanggil sama pelanggan tetap tidak ada jawaban dan respon sama sekali,neutral
pelayanan ramah dan cepat,neutral
mie nya blenyek berkuah juga baru tau kalau mie gacoan berkuah piring agak kotor rasa hambar pesan tingkat tapi enggak pedas kayak tingkat makanan disuruh bawa sendiri tapi lantainya licin jadi harus hati hati banget beda sama di pasuruan mienya pakai mie pangsit tapi disini pakai mie kriting kuning yang di warung kalau dari tampilannya,negative
pelayanan judes dio tio anjng kau,neutral
terbaik pokok nya,positive
nasinya benyek kayak bubur tapi sudah dikasih ke konsumen sayang sekali sudah beberapa kali makan di kopi studio baru kali ini mencoba di sarangan kurang memuaskan mana sudah laper,negative
tempatnya nyaman luas makanannya enak topp,positive
resto kotorr pelayanan sangat lamaa,negative
tulisannya bisa req sambal tapi enggak bisa req sambal langsung semua dikasih sambal bawang outlet kak mawar paling buruk,negative
nasi tempong pulang sip yang pernah saya makan istimewa sambelnya atas markotop pemiliknya juga ramah saya meminta tambah sambal kebetulan sambelnya yang baru belum selesai di ulek jadi di meminta tunggu sebentar eh belum minta sambel satu piring kecil di antar ke meja sangat epresiate deh,positive
pesan cireng bumbu rujak tapi sampai rumah bumbunya enggak ada kayaknya kelupaan pegawai tapi pelayanan kasir lumayan buruk pegawai kurang fokus mengobrol sendiri jadi lupa memasukkan bumbu dan membuat kecewa,negative
behh sambelnya mantap dan enggak pelit mengasih pilihan lauknya banyak nasi porsi besar puas makan disini sok disarankan,positive
di es batu ada rambut enggak ada reffill nasi,negative
agak kaget sih pancong jatuhnya kayak sedih makanan kaget karena porsinya segini aku beli pancong choco lumer keju dulu enggak sekecil dan enggak kayak begini apa karena lama enggak beli pancong disini jadi lupa,negative
jujur kecewa banget sekelas pt pesta pora abadi tapi layanan nya kayak begini asli tempat makan yang sangat tidak higine piring hitam tidak pernah di polesan tempat dimsum tidak pernah di cuci bahlan dimsum saya datang pun masih ada bercak saus bangkok yang tersisa entah milik siapa layanan lama sekali mie sampai menggumpal jadi satu dan ada salah satu pelayan yang sangat sangat tidak sopan tolong perbaiki sebagai dan jadi pr buat manajement,negative
belii lv tapi rasanya kecap doang enggak kerasa pedasnya,negative
halo kak saya sangat kecewa dengan pesanan saya yang di bawa pulang sampai rumah kaget banget karena ayam nya sangat sedikit seperti hanya remukannya saja ayamnya seperti di bagi dengan pesanan lain ayamnya tidak utuh,negative
tempatt nyamann asik buat nongkrong orang banyak bersih harga terjangkauu lopp banget,neutral
kuah baksonya ngaldu dan daging baksonya kerasa refil mie dan sayur kuah,negative
kurang ajar bebek mentah di kasih orang kotor enggak berkah kalau jualan macam begini menyesal aku beli sama ayam nelongso,negative
ya opo iki sistem e msok sekelas gacoan mie entek enggak mempersiapkan sek ta pengandar seng kenek b iki mulai jam sampai hampir jam dini hari anda,negative
pelayanan lama sekali menunggu sudah menit kasihan pengandar online juga cari rejeki kejar urutan pelayan judes,neutral
andalan kalo habis dari mana mana ayam yang ada saos kari nya itu favorit,positive
tempatnya nyaman harganya bersahabat cocok buat teman teman kuliah,neutral
mantap tapi mantap,positive
enakk banget makanannya dan murah murahh bernilai itu buat mahasiswa,positive
pelayanan cepat pegawainya ramah,neutral
pelayanannya cepat enakk,positive
bumbu pas pedasnya pas minumnya juga pas,positive
resto enggak jelas pesanan tempong lama setengah jam lebih,neutral
untuk ukuran tempat makan mahasiswa sekitaran kampus ub dan uin harga yang ditawarkan sangatlah standar masalah rasa tidak begitu spesial menurut saya bayangkan saja ayam tepung digeprek kasih sambal pedas sudah kayak begitu paling tepung buat gorengnya saja yang asin dan ya kayak rasa ayam tepung pada umumnya geprek mozzarellanya menurut saya biasa saja cenderung gagal karena mozza yang dipakai mozza murah akses mudah didapat,negative
pelayanan tidak ramah gorengan kosong tidak segera diisi kuah tidak panas tempat makan panas cukup sekali tidak sesuai dengan konten makan yang seliweran di tiktok dan ig,negative
suasana lumayan nyaman sedikit bingung kadang sama varian pentol bakso nya soalnya kecampur jadi harus tanyak dulu enak lagi di pisah sih,negative
enak bersih murah recomended,positive
saya sudah x ini urutan salah yang pertama sudah di ganti yang ke juga di ganti cuman saya datangi tempatnya pengalaman yang kurang mengenakanya saya urutan lagi dengan pengandar baru drivernya sudah bersedia membantu untuk bagaimana pertanggungjawaban nya malah sama karyawan nya dihasut agar tidak melanjutkan pesanan yang salah dan memberi tahu bahwa pesanan saya adalah fiktiv saya kapok dan lain kali saya urutan di kopi studio lain benar mengecewakan dan tidak bertanggung jawab,neutral
parkir terbayang enggak berapa pendapatannya tiap motor dibilang kembaliannya kurang seribu enggak apa apa bukan masalah nominalnya tapi kayak enggak memakai masuk akal saja enggak ada kembalian seribu padahal jelas jelas aku lihat ada uang segepok dan recehan dimeja parah banget sih memang sistem parkir dimlg kasir yang katanya diri layanan kukira mirip dimarugame udon urutan baru bayar ternyata urutan bayar terus ambil pesenan masalahnya kgk dijelasin sama tuh kasir bukannya menjelaskan malah diketawain terus dighibahin sama teman sebelahnya waktu temenku nnya kocak mie entah kenapa hari ini harfiah bukan mie gacoan tapi mie indomie i berarti seperti kalo indomie mah mending makan dirumah sendiri don t mau tapi mengeluh tentang dimsum bcs semua adalah baik tempatnya oke nyaman penghiburan banget tapi enggak sama ketiga hal yang aku sebutkan sebelum dahlah sekali saja kesitu cuma buat merasai vibesnya tapi lebih baik ke gacoan yang lain kecuali suhat sama yang ada dibatu,negative
padahal sepi tapi palayanan lama membuat enggak jelas pelayanannya sekarang mienya blenyekk tambah enggak jelas apa pakai mie indomie taa ini malah sekarang isi gorengnya ayam tahuu atos lagi,negative
tempatnya nyaman dan keren pelayanannya juga ramah,neutral
pedesnya berasa,neutral
pelayanan seperti biasanya cepat akan tetapi kali ini saat pesannya ambil jauh makanannya beberapa bagian ngegumpal tidak kena bumbu dan bahkan kurang matang dalam mienya mungkin kali ini lagi ramai banget tapi berikutnya waktu meskipun ramai selain hanya cepat juga kualitas tetap harus dijaga mohon maaf terima kasih,negative
mie nya kayakny porsinya lebih dikit daripada cabang yang lain pegawainya agak kurang ramah ya sayang jutek dan terkesan cuek dan enggak ramah alias mbesengut pelayanan juga lama banget pesanan diterima lumayan lama padahal sistem sudah canggih pindai barcode dimeja tapi pesanan sampai juga lama ygy di cedera waktu detik terakhir batas pesanan harus ada terima ada tukang parkirnya mobil motor kebersihan meja juga agak lama dibersihkan ya sayang mohon ditingkatkan lagi,negative
tempatnya nyaman buat nongkrong dan nugas harga makan minumnya murah dan enak mantap pokoknya,positive
mohon maaf ini makan kok enggak ada daging nya bagaimana sih dikasih tulang renyah nya doang mohon maaf saya kasihh udara nasi nya sekali lagi mohon baik kalo menyiapkan hidangan okeyy,negative
tempatnya sangat nyaman kakak nya juga ramah sekali wifinya lancar hampir tiap hari mengerjakan skripsi disini,neutral
enak banget,positive
kecewa karena pesanan yang saya dapatkan berupa nasi setengah matang,negative
benar benar tempong pedesnya brutal semua lauk pauknya pedezz kecuali nasinya yang enggak pedas,negative
omgg nyaman banget tempatnyaa bersih juga,neutral
makannya enak mbak nya juga ramahh,positive
enggak bisa pesan mie ayam geprek dengan sambal tidak pedas harus sambal pedas,negative
pelayanan sangat lama orderan shopeefood cuman butir hampir jam rugi waktu dan komplain pelanggan mohon untuk karyawan lebih memerhatikan pelayanan cepat bar dan cepat urutan,neutral
bakso enak,positive
makanan murah pelayanan cepat semua menu enakk,positive
rasa enak varian geprek banyak harga bersahabat dengan dompet lantai sempit saran saya makan di lantai agak lega tmpnya,positive
