sentence,label
salah satu rekomendasi tempat makan masakan khas banyuwangi,neutral
dikit banget sumpah esbatu minumnya enggak sesuai banget sama gelasnya cuman formalitas doang ukurannya,negative
pelayanannya baik dan cepat saya pesan ayam geprek paket komplit bernilai itu banget pas lagi laperr buka jam lagi cocok banget buat teman yang bingung mau ngopi atau makan nasii bisa beli disinii,positive
enakk kayak nasi madura,neutral
gepreknya enak sambelnya pas dan terjangkau untuk mahasiswa,neutral
kesuenn dalam penyajian,neutral
sudah langganan disini suka banget sama renyah bakar pakai saos bbq,positive
murah banget cocok buat mahasiswa dan buat nugas juga,neutral
rasanya oke enak patut untuk di coba,neutral
pelayanan sangat lama,negative
tempat sangat cocok untuk mengerjakan tugas tidak panaas ada musholla yang memadai dan toilet yang bersih,positive
tempat luas parkir lumayan pelyanan oke mungkin yang perlu di perbaiki desaim tempatnya,neutral
sambelnya nampol parah harganya murah ramah kantong makan ber dengan lauk ayam dan minum es jeruk porsi cuman habis doang lokasinya juga strategis di pusat kota cuman pas kesana lauk tidak begitu komplit,positive
makanannya enak sekali tempatnya adem enak buat nugas dan terjangkau buat para pelajar seperti saya benar benar sudah langganan dari dulu sampai saya mau lulus benar benar bernilai itu,neutral
pelayanan kurang ada kentang menit tanpa alasan kondisi resto enggak ada pembeli lain,negative
tempatnya nyaman cocok untuk kongkow anak anak kos lokasinya pas sebrangnya eazykost,neutral
beli tingkat setara tingkat niat ngracun apa bagaimana enggak kayak di stasiun suhat ciliwung tolong jangan ngawur ya buat yang mengasih sambel buat tingkat kita pesan lvl biar enggak terlalu pedas loll,negative
tempatnya nyaman ada indoor dan juga outdoor terus karyawannya ramah semua pokoknya rekomendasi banget mampir ke sini,positive
makanannya enak pelayanannya juga ramah bintang,positive
enak sih tapi sering kuahnya kurang panas beberapa kali kesana soalnya kuah bakso itu kan harusnya yang panas banget ya iya memang ada tulisannya garansi kuah tapi kayak malas saja begitu loh soalnya kok yang lainnya kayak enggak ada yang komplain wkwkwkkw berarti memang begitu kayaknya kuahnya heheheh,negative
pelayanannya buruk buruk banget gasesuai antrian yakali orang yang baru datang pesenannya sudah datang dluan sedangkan saya baru datang minumannya saja bahkan ada yang sudah slesei makan minumnya belum datang parah,negative
makan belum selesai lampu di matikan oleh pegawai tolong lebih di siplinkan lagi pegawainya kami beli bukan ngemis di situ ingat pelanggan adalah raja,negative
porsinya banyak sambel juga enggak pelit,neutral
segini cuma seribu mantap,neutral
pelayanannya cepat porsinya mantap cumi rekomendasi harga ekonomis,positive
pelayannya bagus tempatnya bagus,positive
lauk nya banyak pilihan sambel nya bisa permintaan,neutral
tempatnya luas dan bersih,neutral
aku suka beli ayam krispi nya sih soalnya ayam nya cukup gede kalo yangg bbq kecil banget untuk makan ini bersih sih tempatnya cuma meja nya lengket wifi nya ada sama sambel nya itu pedas enak sekali,neutral
mie dimsum dan minumlah enak sih pelayanan juga cepat cuma kemarin pas ke kamar mandi aku sama temenku lagi mengaca terus ada satu mba karyawannya ke kamar mandi sambil gebrak pintuu maksudnya apa ya toh aku juga enggak ngapa dalam habis mengaca saja sama mukanya judes banget itu pas kemarin tanggal hari jum pada itu wkwk,negative
pelayanan sangat mengecewakan pas pesan tidak di kasih tau nasinya habis dan masih masak lagi oke lah kita menunggu setelah nasi sudah masak malah pesanan salah semua dan jawaban dari pemilik sekaligus yang melayani sangat sangat bikin tambah kecewa,negative
pertama kali ke gacoan sawojajar baru tau juga sistemnya baru bisa pesan di tempat duduk okelah enak enggak antri tapi menunggu mienya lama dimsum dan minumnya menunggu menit mienya menunggu hampir jam rame sih pas malming tapi kok ya luamaa di gacoan lain ramenya sama tapi menunggu makannya enggak selama ini perlu evaluasi lagi nih gacoan,negative
keseluruhan enak semua problemnya cuman di tukang parkir tukang parkirnya enggak bertanggungjawab dan premanisme hati hati kalo mau kesini pengalaman pribadi parkir motor k saya bayar pakai uang k dan enggak dikasih kembalian giliran saya tagih malah marah balik,negative
bumbu gulenya cenderung cair kayak udara enggak kayak kak mawar biasanya tehnya kerasa jelas kalo serbuk kayak th sisri,neutral
pelayanan ramah langganan tiap nugas kesini sangat recomended,positive
peringkat tempatnya nyaman luas dan hangat makanan minuman bernilai yang harga banget pelayanannya super duper cepat dan ramah,positive
pelayanan baik kasirnya ramah ramah bernilai itu dah pokoknya,positive
tempat nya bagus dan luas untuk pelayanan sangat cepat dan ramah,positive
legenda banget kalo ke banyuwangi wajib sih kesini,neutral
tempat nya kotor panas banget kipasnya mati sambalnya kayak ayamnya kecil hihi,negative
apa cuma aku ya yang merasa pas ambil sama dihitung kasir harganya jadi beda kayak dimahalin pernah aku ambil pentol besar ternyata pas aku lihat struknya dihitung tolong jujur ya,negative
kecewa banget sama nasi bakso bbq panas menurut saya harga dan isinya enggak bernilai itu buangett sudah bakso nya kuecil kecil saos bbq nya duikit parah banget deh kedepannya tolong diperbaiki dong kalo memang bakso nya dikit senggaknya saos nya kasih banyak biar kita pelanggan agak puas,negative
tempat makan favorit mahasiswa murah menu favorit ayam hokage mantap banget ayamnya apalagi ditambah saosnya,neutral
murah tempatnya bagus pelayanannya oke banget,positive
antri dari sampai jam saja belum dilayanin sama sekali sudah bilang tapi katanya lagi restock tapi giliran sudah restock malah didahuluin pelanggan yang lain,negative
enak banget anjayy timaacii kakak kakaa i love kak rosee,positive
enak buat nongkrong tempatya buka jam jadi sambil kerja tugas sambil ngopi di sini cuy,positive
tempatnya nyaman bernilai itu banget harganya murcee gasskeuunn buat anak koss,positive
kopi studio suhat menurut ku yang terbaik sih sampai pagi juga masih buka dan menu nya masih banyak tapi kadang kalau ramai enggak kebagian tempat ya karena memang harga nya bernilai itu di kantong mahasiswa apalagi nongki nya ber jam jam,negative
bagus banget tempatnya,neutral
sangat direkomendasikan untuk yang suka nyemil pedas,neutral
makanannya enak layanan nya bagus,positive
sambelnya joss nasinya kemebul mantab,neutral
mahal seporsi nasi ayam terong sambal tanpa tambahan lain saya sekeluarga pesan jumlah banyak harga per porsi tetap mahal walaupun menu tidak lengkap hanya dikurangi sedikit minum juga dikenakan biaya menurut info orang sekitar dan tukang parkir sudah banyak pelanggan komplain ke kasir saya meminta nota terperinci tapi kasir tidak bisa memberikan alasan porsi berbeda padahal pesanan kami sama semua supaya tidak rumit semoga pemilik warung sukses,negative
enak banget tempatnya nyaman sekali,positive
untuk tempat dimsum bagian bawah sampai jamur karena terlalu numpuk kotornya sama piring bagian bawah juga sebelah pojok tolong lebih bersih karena kotornya numpuk nanti jamur juga terimakasih,negative
suasana kopi studio blimbing sangat nyaman cocok untuk nongkrong maupun nugas pelayanannya ramah dan cepat kopinya juga enak dengan harga terjangkau tempat yang pas buat santai bareng teman atau me waktu,positive
tempat nya nyaman pelayananan nya juga bagus,positive
mienya enak kecil kecil penanganan cepat dan dikasih pengarahan tentang pengambilan makanan,positive
harga minum mulai ribu makanan ringan rbkeyboard key name rbkeyboard key name pesanannya lama sudah itu saja,negative
april pukul tidak sopan sekali petugas gacoan stasiun bagian mengemasi orderan ke pengandar tidak menghargai pengandar sama sekali tolong pihak gacoan petugas wanita di belajari atittud belajar menghargai pengandar online,negative
harga hemat rasa nikmat,neutral
tempatnya nyaman dan tugasable cocok buat kumpul kumpul,positive
semuanya baik hanya saja tempat makan di tempatnya kurang luas menurut saya,neutral
tempat antrinya kotor sekali enggak pernah di bersihkan sama sekali pegawainya kebanyakan bercanda udang keju nya dingin enggak panas gacoannya juga kurang beras lebih enak gacoan tempat lain pembayaran cepat kalau spasi pegawai dan pelanggan lebih berjarak tolong lain kali di perbaiki lagi konsep modern tapi antrinya manual tolong beli alat pembasmi nyamuk banyak nyamuk apalagi lantai sistem ac kurang berasa,negative
enak makanan nya bersih tempatnya debes lah,neutral
mantap tempatnya bersih dan keren sekali,positive
cuma lewat,neutral
salah satu kuliner legendaris di banyuwangi sambel tempongnya segar mantap lauknya juga enak disarankan,neutral
sangat nyaman saat makan di gacoan sukun,positive
saya merasa lama sekali pelayanan nya mbak mbaknya cuma jejer saja nata saran lebih baik minuman dan pendamping seperti dimsum udang keju dll di antar dulu kalau sudah karena menunggu sampai lama sama mie pengunjung bisa minum dulu sambil menunggu mie,negative
pelayanannya baik memuaskan tapi lebih baik seperti dahulu karena kalau diri layanan takut rawan terjatuh apalagi kalau makannya di lantai,negative
ini benaran enak sambel nya pedas nampol pernah mencoba tempong lain tapi sambel nya bu ida ini aroma terasi nya khas harga nya juga murah wajib dicoba kalo lagi di banyuwangi,neutral
nasi tempong langganan sejak saya kecil sejak warungnya mbok nah masih di sebelah barat jalan masih gubuk reyot dan pelanggannya kebanyakan tukang becak alhamdulillah sampai sekarang kualitas rasanya masih sama,neutral
makanan dan minumannya murah tempat luas namun ada beberapa spot yang kuranh bersih tukang parkirnya kurang satset haha,negative
makanan murah enak tempat kotor,neutral
minimal gerak cepat bersihin meja,positive
sego tempong joss menunya komplit dan rasanya uweenakk sekali enggak rugi makan disini berikutnya waktu ke banyuwangi akan mampir lagi,neutral
kasirnya judes enggak ada senyumnya untuk mie pesan lvl rasa kayak tingkat beda sama outlet yang lain mienya overcook terlalu lembek untuk dimsum over semua okey tolong diperbaiki lagi agar kita enggak kecewa datang kesini,negative
tadi siang ke kopi studio sigura gura dan pertama kali kesitu jujur harganya affrodable murah meriah tapi minusnya aku pesan pancong rasa milo sumpah topping nya pelit banget cuma sedikit di atasnya enggak seperti kopi studio lainnya dan kayak bukan,neutral
pelayanannya ramah walaupun pas datang agak antri tapi dilayaninya cepat dan makanannya juga cepat datangnya seperti biasa rasanya juga enakk,positive
awal masuk dilayani cepat oleh kasir penyajian minum dan dimsum cepat banget tapi sayang dimsumnya sudah dingin waktu itu pesan udang keju kejunya sudah nggumpal agak kecewa sama siomay rudalnya lanjut menunggu mie nya di siapin menunggu lumayan lama sekitar menitan malah antrian di belakang saya sudah dapat mie duluan parah sih waktu itu pesan macam mie jarak penyajian satu mie ke mie lainya lumayan lama sampai sudah dingin kita menunggu mie yang satunya ternyata pesanan kita katanya enggak ada padahal jelas jelas kita sudah bayar dan ada notanya terus mie nya lembek bumbu nya kurang kecewa banget sama pelayanan gacoan sekarang padahal dulu langganan di gacoan kendalsari enak saja jadi sedih banget untuk tempat luas nyaman dan bersih semoga diperbaiki ya sukses selalu,negative
tempat tujuan yang paling pertama thai teh di kopi studio ter yang terbaik,neutral
komplit murah khas banyuwangi,neutral
pelayanan sangat lama kecewa banget sama geprek ini,negative
sebenarnya sudah sering kegacoan disini halus halus saja tapi ini pertama kalinya dapat pelayanan begini entah sop nya memang seperti itu atau dari karyawan nya kurang dari pelayanannya kejadian selasa kurang lebih jam dini hari kami sudah selesai makan tapi karena ada pesanan dibungkus yang masih diproses jadinya menunggu dulu sambil duduk di tempat duduk kami makan tadi enggak lama kemudian mbak mbak yang bersihin bawa troli datang langsung bersihin semua yang ada di meja tanpa bilang setidaknya permisi enggak tau memang suaranya kecil kita enggak dengar atau bagaimana tapi sependengaran kami enggak ada sama sekali kata permisi boleh saya bersihin kak disitu minuman yang kami pesan udara mineral belum habis tapi diambil juga sama mbaknya yang kami permasalahin disini adalah pertama enggak ada sopan santun waktu mau bersihin meja kedua dalam posisi konsumen masih ada minumnya masih ada kenapa harus langsung diambil begitu saja tanpa bertanya disitu kami juga bayar enggak meminta kalau diposisi konsumen lain itu minuman masih mau diminum lagi bagaimana tolong diperhatikan lagi dalam pelayanan,negative
tempatnya strategis vibes asik harga bersahabat disarankan buat nongkrong,positive
waktu sudah dipanngil buat ambil pesanan enggak tau entah meja atau nampannya yang lengket padahal itu aku pesan minuman waktu nampan diangkat kan lengket tuh sama mejanya akhirnya tumpah minuman itu ke baju sama ke makanan terus kakak pegawainya kayak enggak mau tau malah sibuk sendiri lain kali tolong yang bersihan ya kak biar indak ke ulang kejadian kayak begitu,negative
fasilitasnya kamar mandi nya bau sedikit jorok sampahnya dimana mana meja nya ada beberapa yang kotor belum di lap,negative
pelayanan yang baik dan sabar harganya juga ramah banget dikantong pelajar,positive
bagi yang sudah sering di malang pasti tau gerai ayam geprek satu ini cabangnya ada dimana mana sih hahah tapi dari beberapa cabang yang saya kunjungi baru kali ini saya melihat keberadaan udara kondisioner ac yang saya kurang tahu masih berhasil atau tidak karena saya berkunjung pada pagi hari dimana saat sepi pengunjung disana juga ada promo yang lumayan hemat layak dicoba heheh,negative
harga nya murah makanan nya enak pelayanan nya juga ramah banget,positive
geprek paling murah dan enak juga tapi kualitas nasi di jaga ya terus pelayananmya di percepat terutama untuk ojol karena gadang nunggunya terlalu lama juga kasihan juga costumernya jadi menunggu lama terus menu juga di tambah lagi dan kualitas dijaga semoga lebih banyak menu lagi dengan harga yang murahh semoga bermanfaat,negative
makanan higienis dan segar mie nya cukup enak cocok buat penyuka mie wajib dicoba,neutral
sambelnya mantap masakannya sedapp,neutral
pelayanan nya sangatt josjis,positive
tempatnya nyaman cocok buat nongkrong bareng teman,neutral
makanan datang setelah urutan termasuk cepat makanan juga lumayan enak tapi yang bikin kecewa urutan porsi udang keju buat makan di tempat tapi enggak habis dan masih sisa banyak akhirnya dibawa pulang meminta dibungkusin eh yang dibawain kok malah ganti pangsit goreng saja udang kejunya malah menghilang ajaib berubah jadi pangsit goreng tolong lebih teliti ya,negative
pelayanan nya oke mas nya ramah,positive
murah tempatnya bersih untuk dilantai atas makanannya enak dengan rasa sambal yang juga khas,neutral
semua menu lalapan ada disini sambel pedasnya khas segar dijamin puas,neutral
menurutku tak se enak dulu layanan cukup cepat dan ramah sayang tempatnya tidak banyam berubah terbuka dan berada di pinggir jalan debu lalu lalang kendaraan mudah sekali masuk ke daerah makan,positive
makanan ekonomis dan maknyus mah cuman di geprek kak mawar,neutral
pelayanan ramah tempat nyaman buat nugas cocok,positive
tempat asyik makan enak harga murah,neutral
ayam enak,neutral
paling jos,neutral
tempat dan minumannya enak nyaman tapi ini saya mati lampu jam enggak diidupin sangat tidakk ramah bintang,negative
tempatnya bagus pokoknya mantap,neutral
dari semua resto geprek kak mawar yang pelayanannya paling lama adalah yang ini,negative
awalnya saya lihat kok kelihatannya sepi jadinya saya mampir di sana ternyata ada tukang parkirnya langsung perasaan saya berubah jadi malas tapi saya maklumin lah toh namanya juga malang pas masuk saya pesan ayam geprek renyah sama es lemon teh ayamnya enak lembut dan kelihatan baru digoreng minumannya juga oke habis makan saya bergegas pulang nah disitu saya kaget pas lihat helm saya kok tiba tiba rusak kacanya lepas dan ada sedikit pecahan kaca di bagian engselnya padahal helm ini baru saya beli bulan lalu seharga rbkeyboard key name saya sendiri bahkan belum pernah menjatuhkannya sekalipun entah siapa yang menjatuhkan helm saya ini disitu tukang parkirnya malah plonga plongo enggak jelas ketawa cekikikan saya jadinya pergi karena nanti kalo saya tanya pasti jawab nya enggak tau dan kocaknya tukang parkirnya malah sempat meminta uang rbkeyboard key name wkwkwk enggak habis pikir wkwk memang mantap tukang parkir malang ini mungkin itu saja pengalaman saya makan disini terima kasih,negative
sudah dua kali kesini tapi kasirnya judes terus padahal beda orang ngelayanin costumer enggak ada senyum sama sekali telinganya juga enggak dengar terus padahal sudah mengomong jelas lama,negative
tempatnya keren nyaman rekomendasi banget pokoknya,positive
sudah enggak kehitung berapa kali makan disini menurutku ini gacoan termantep sih pesenannya selalu datang cepat dan mie nya masih panass anti keras dan rasanya enak banget pelayanannya bintang sih karyawannya selalu tanggap dan gerak cepat banget kalau customernya butuh sesuatu love love gacoan sawojajar oh iya fyi gacoan sawojajar sudah menerapkan diri layanan jadi untuk mie nya tetap diantar dan dimsum sama minumnya ngambil sendiri untuk ambil jauh pemesanannya dibedakan melalui monitor jadi gaperlu antri lama lama deh,positive
rasanya lezat pelayanan memuaskan,positive
pelayanan judes dio tio anjng kau,neutral
tolong ya pelayannya yang ramah sedikit dan responsif ya saya tanya pesanan saya di jutekin katanya belum selesai padahal saya lihat sendiri pesanannya sudah selasai makanannya jadi dingin,negative
tempatnyaa sejuk dan bersihh banget pelayanan nya juga oke banget baik tugas kopi studio,positive
atas mantap geprek kak mawar selalu jadi langganan jadi pilihan kalau lagi bingung makan enak banget murah lagi,neutral
terletak di jl soekarno hatta suhat daerah yang strategis mudah dijangkau dari kampus perkantoran dan kawasan kos magang dua lantai penuh ac dengan daerah indoor dan semi indoor yang nyaman tempat nyaman ber ac dengan konsep instagramable dan pelayanan cepat,positive
pelayanannya ramah tempas bersih makanan enak,positive
pelayanan nya ramah banyak tempat untuk menunggu tempatnya nyaman buay nugas dan banyak colokan,positive
bersih enak terjangkau cocok sarana cuci tangan dan sabun berlimpah prokes masker saja yang perlu lebih disiplin,negative
sangat enak dan nyaman,positive
kayaknya diantara beberapa tempat ngopi yang paling nyaman buat nugas di sini deh enak banget tempatnya,positive
tempatnya bagus dekat dengan sekolah juga murah murah jadi cocok untuk siswa,neutral
tempat yang cocok untuk makan dimalang harga bersahabat dan cocok untuk datang rame rame sayang pasukin ku cuma sering juga beli ambil jauh layanan oke banget karyawan gerak cepat untuk bersihin meja tempat nya luas ada tempat untuk utama anak anak cukup lah untuk lari larian pesan makanan juga enggak terlalu lamaa wajib banget mampir pas lagi pulang kamvung itung itung nyemil,positive
mirah enak tapi tmpat kuraang nyaman harusnya ohol dipisah supaya tidak antri,negative
kurang cekatan sepertinya,negative
makanannya enak sambalnya juga enak menunya lengkap dan saya suka sambel tempong yang masih diulek kelihatan segar cuman satu yang sayang banget pelayanannya dari awal sudah bagus tapi saat makan tiba tiba disamperin penjaga kasir dan tanya tadi pesan apa atau sekedar datang cuma lihat menu yang kita pesan jujur saya sebagai pelanggan enggak nyaman saat makan serasa pelayan disana enggak percaya sama pelanggan berikutnya waktu untuk pelayanannya orang yang di depan harusnya mengasih tau atau tunjukkan lauknya di kasir sebelum diberikan pelanggan atau diberikan daftar menu agar kita bisa centang sendiri jujur kalau kayak begini terus bukan masalah makanannya yang buruk tapi saya enggak mau datang hanya karena pelayanannya padahal ada nomor di setiap meja,negative
antrian panjang makanan belum siap disajikan harus menunggu goreng ayam sangat di sayangkan sekali pengandar harus menunggu lama,negative
pelayanan sangat burukk mau beli kayak orang ngemiss menunggu lamaa enggak di gubriss padahal datang duluan,negative
lama banget pelayanan nya pegawai lebih tapi yang enggak ngapa ini cuma orang saja yang kerja kak mawar paling parah di malang ya sigura ini menurut saya tidak sesuai antria juga padahal pesanan cuma porsi saja harus diperbaiki kinerja nya,negative
makanan kocar kacir tutup minuman belum ketutup,negative
harga terjangkau tempat bersih nyaman pelayanan ramah dan rasa sesuai dengan lidah,positive
parah tuker menu saja enggak bisa padahal belum dibayar kasir bilang sudah enggak bisa ditukar ini belum bayar loh kecuali sudah bayar oke enggak bisa ditukar gapapa harusnya bisa di sistem di rps,negative
rasanya enak dan tempatnya nyaman,neutral
makanan nya murah kasir nya ramah,positive
cukup variatif menu lauknya sambel tetap mantab kelas parkir mobil bisa,neutral
sangat tidak memuaskan pelayanannya kakean guyon ples utama hp enggak niat kerjo kon moleh saja pegawaimu,negative
enak banget mantap,neutral
layanan nya kurang banget karyawannya kebanyakan becanda saat kerja ditambah busa makanan nya berlubang seperti yang ada di gambar makanan sama minuman oke oke saja sih semoga menajadi kritik yang baik hehehe,negative
tempatnya nyaman pelayanan nya bagus keren,positive
bisa bayar pakai gopay spay ada cashbacknya,positive
pelayan ramah cepat dipertahankan cuma sering tempat penuh diperluas dong men,positive
malam malam makan di gacoan cabang sini pelayanan nya ramah disambut dengan sangat baik sama mbak mbak disana makan jadi suasana dan enggak bakal menyesal kembali kesini lagi,positive
masakan enak cuman sayang toiletnya tidak ada tempat biasa saja,negative
banyak berhenti kontak enak minumannya murah,neutral
duduk di meja yang di tengahnya ada pohon terasa tempat duduk kurang terawat termasuk lantainya juga kurang bersih dan perlu perawatan makanan datang tidak terlalu lambat tapi tidak secepat di suhat tapi rasa makanan bisa mengobati kekurangan yang disebutkan,neutral
kak ini aku enggak masalah sama makanan ee tapi ke tukang parkir e tukang parkir itu tugas e ya mambantu kita kalau misal enggak bisa mengeluarkan motor tadi aku sudah meminta tolong buat mengeluarkan motor tapi tukang parkir e enggak mau alesan e hujan padahal nanti juga aku pasti bayar buat parkir tapi kok enggak mau membantu,negative
harga murah tapi kualitas tidak diragukan untuk cabang kalpataru tempat luas dan juga bersih namun kurangnya adalah tidak disediakan tisu per meja jadi kalau mau ambil tisu harus dari wastafel,negative
kasir jutek pesenan salah semua jadinya menunggu setengah jam lebih pesan leci teh malah datang melati teh pesan pancong malah enggak masuk di struk jadinya menunggu lama banget sampai pesenan setelah kita sudah selesai duluan,negative
sudah enggak penasaran lagi baksonya b saja sebenarnya nilai plusnya hanya karena bisa ambil koyor sayur bebas,positive
tempatnya nyaman dan bagus buat nongkrong anak kuliah,positive
harga murah dan bersahabat untuk mahasiswa wifi kencang,positive
enak ayamnya cocok banget kan kalo anak kos makan ini murah enak kalo sebulan enggak makan geprek kak mawar kayaknya ada yang kurang deh,neutral
enak murahh porsi lumayann mantap sih,neutral
temaptnya bersih sambalnya nasinya sangat memuaskan tetap semangat,neutral
tempat bersih dan nyaman pelayanan cepat enggak harus menunggu lama lama buat makan,positive
yang siang mie nya agak kering mungkin agak di nyemek ini lebih oke,neutral
tempat bersih nyaman dan harga murah,neutral
tolong pelayanan lebih teliti ya terutama untuk mbak mbak berkerudung hitam karena saya pesan sebagai pengandar merasa di rugikan saya hanya mengantarkan pesanan tapi pesanan nya kurang minuman dan saya di peringkat jelek oleh pelanggan tolong kalau rame bisa di tahan dulu aplikasi nya biar enggak ada pengandar numpuk dan enggak ada kejadian seperti ini lagi,negative
terbaik gacoan yang pernah saya kunjungi,neutral
pertama kali ke sana jauh dari kepanjen sampai sana menunggu sejam makanan enggak sampai memang lagi rame waktu itu mikirnya juga mungkin rame sudah badmood banget menunggu di samperin baru dah entah nota nya jatuh atau bagaimana sudah begitu enggak ada kata maaf atau apa diam saja bagaimana attitudnya sini sudah menunggu sejam karena kesalahan nota hilang malah diam bae,negative
cocok buat tempat nugas tempat nya enak,neutral
ayam geprek nya di geprek dengan brutall nasi sama th bebas isi ulang nya lumayan enak terjangkau buat nak kos disarankan dik,positive
murah meriah porsinya banyak sambalnya nampol sayang tempatnya sempit mejanya terbatas harus rebutan kalo rombongan agak susah mengharap bisa satu meja kecuali sabar menunggu dan kalo mau urutan harus antri panjang,negative
suasana nya menarik pelayanan cepat dan tempatnya bersih,positive
enak banget baksonya banyak sayurnya juga,neutral
pelayanan untuk pemesanan online lamaa banget pas saya cek ulasan ternyata memang masalahnya dari bulan lalu tapi enggak ada pembenahan ya cuma balas komen saja tanpa tindak lanjut atau bagaimana ya,negative
suasana oke tapi minusnya saat pesan dikasir pegawai kasirnya enggak dengar jadi salah pesan menu dan suaranya agak berisik saran saja kalau misalkan diri servise kasirnya agak berjauhan jangan terlalu dekat sama antrian ambil makanannya enak jadi sekalian daripada harus ambil sendiri per butir dan antri sendiri,negative
tempatnya luas dengan daerah indoor dan outdoor wifi stabil banyak colokan serta suasana yang nyaman dan instagramable menu yang ditawarkan cukup beragam mulai dari kopi bukan kopi hingga makanan ringan dan berat dengan harga ramah di kantong mahasiswa meski begitu pada jam sibuk tempat ini bisa sangat ramai dan agak bising dengan kualitas pelayanan yang bisa berbeda antar cabang secara keseluruhan kopi studio cocok bagi mahasiswa pekerja lepas dan siapa pun yang mencari tempat santai untuk bekerja atau bersosialisasi di malang,negative
pada saat saya membeli tanggal agustus hari jumat pelayan kurang sopann dan diberitahu bahwa tidak boleh isi ulang nasi apakah benar di geprek kak mawar tidak boleh isi ulang nasi saya membeli chiken hokage sambal bawang sama es th,negative
tolong di perbaiki lagi untuk pelayanan nya agar lebih cepat sedikit dan untuk menu yang kosong misal sambal kalau habis ya buat lagi lah itu pun masih jam malam anda sambal sudah habis semua tapi enggak ada yang buat karyawan juga banyak mending di outlet kak ros lainnya pelayanan cepat ayam nya fres sambal masih siap dari pada di sukun karyawannya kayak enggak ada keniatan untuk membahagiakan custumer,negative
tempatnya nyaman pelayanan nya cepat ramah makanan dan minuman selalu enak,positive
bagikan pengalaman saya hati hati saja kalau disini tentang tukang parkirnya saya sudah berapa kali kena tukang parkir masalah karcis yang pertama enggak dikasih tiket tiba tiba di kasih karcis di sepedanya disuruh bayar k buat denda keren wes tukang parkir juga ngotot marah marah kejadian kedua yang paling saya ingat saya bayar kali pertama saya keluar bayar itu posisi hujan deras tukang parkir enggak mau nyanrangin sama sekali terus bantu sepeda mu mepet semua saya sendiri yang mindah tukang parkir enak merokok di dalam jos tenan wes pas balik lagi dia enggak mengasih tiket tiba tiba ada karcis di sepeda ngotot bayar denda lagi k yang ketiga duhla banyak sebenarnya tapi ini yang paling saya ingat saat itu jam malam saya ingat tukang parkir nyuruh masuk enggak dikasih tiket sama sekali posisi hujan deras saya tagih katanya nanti saja pas saya mau bayar k disuruh bayar k buat denda wkwkwk sama sama mangan duek haramam ya ruet toh masih ingat saya yang satu orang nya tinggi yang satu pendek ada jenggot kalo enggak salah yang tinggi ini tindikan di kuping sebelah kiri atau kanan begitu ini kejadian baru minggu ini dapat kira kira kejadian saya kasih saja biar sadar diri mungkin skalian dipecat wes enggak amanah hati hati saja buat pelanggan sini,negative
taksi tlogomas dan suhat rame terus tapi cepat lah disini rame tidak tapi lama pegawai banyak tapi lelet payah remek,negative
pas bayar parkir dimarain sama tukang parkir gara mengasih duit ribu mana habis ambil duit jadi enggak ada uang kecil dan di kopi studio enggak bisa tunai jadi enggak bisa tuker uang galagi lagi kesana meskipun dekat kos,negative
tempatnya bersih pelayanannya bagus banget dan ramah,positive
ya memang enggak se rame kayak dulu lagi tapi kualitas produknya masih bisa dibilang oke sayang banget harus menunggu makanan dan minumannya lama,negative
pelayanan ramah bakso bersih joss keju nya molor,positive
saya pesan dari jam sampai jam tidak jadi jadi padahal meja yang baru datang mienya sudah jadi tolong di perbaiki lagi sistemnya ya kak masa yang baru datang sudah jadi duluan dari pada yang menunggu lama padahal cuma pesan mie dan dimsum,negative
apaan banget mas mas pakai baju putih gndt orang tanya jadi kapan malah di suruh buat sendiri lek seng tuku oleh melbu enggak kesuen mas hahaha timbang ngenteni setengah jam,negative
baru semalam nih kejadiannya pesan geprek renyah untuk dibawa pulang nunggunya hampir jam coyy ngeri enggak tuh,negative
jangan lupa mampir di banyuwangi makan nasi tempong lezat dari sumatera barat,neutral
udang kejunya mantul di anter masih anget topp ini kota wkwkwk,neutral
mantab nasi tempongnya porsi minum rbkeyboard key name,neutral
tempat nyaman bersih pelayanan oke,positive
ayam terenak se malang,neutral
tempat nya enak luas pelayanan ramah enak buat nongkrong sama buat nugas,positive
saya beli gacoan tingkat tidak pedas sama sekali tolong diperbaiki lagi untuk levelnya,negative
mau sayang di info parkiran nya kok kayak di moll kadang sepeda motor di hati mobil juga enggak bisa masuk pasal mau masuk ke dikici intinya bikin macet enak yang kayak dulu sekarang ribet bikin terbaru baju jalan,negative
beberapa kali kesini cuma perkara sambel iya tau cabe lagi naik harga ya meminta tolong kalo enggak bisa di ulek capek ngulek sediain blender apa semacamnya ini pelanggan mau makan apa kalo kayak begini mohon di perbaiki,negative
maaf bintang menunggu minum camilan lama banget ada hampir jam bahkan sampai mie nya sudah habis duluan pas saya tanyakan ternyata sudah siap entah mesin alarm yang rusak atau memang karyawan lupa mengaktifkan alarmnya intinya sangat tidak puas,negative
makanannya enak sekali,neutral
pelayananya cukup baik enggak ribet sangat memuaskan,positive
pelit disini bos,neutral
mengutamakan untung ketimbang pelayanan habis makan yang ada sakit perut porsi orang serakah sudah piring plastik mahal lagi cukup sekali az kuliner di sini tertipu peta,negative
pelayanannya bagus banget gerak cepat udang rambutnya terbaik banget besar besar disini,positive
tempat nongkrong paling seru memang kopi studio sih budgetnya anggaran pelajar banget,neutral
enak banget,neutral
